DOI,prompt,completion
10.1016/j.cemconcomp.2019.103476,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Improvement in corrosion resistance of recycled aggregate concrete by nano silica suspension modification on recycled aggregates
Abstract:
This work modified recycled aggregates (RAs) by soaking them in a nano-silica (NS) suspension and evaluated the modification effects on recycled aggregate concrete (RAC). Firstly, different soaking times were studied based on the surface microhardness and the penetration depth of NS particles in the RA. Secondly, mechanical properties (e.g., compressive strength and microhardness of interfacial transition zones) and durability properties (e.g., steel corrosion and corrosion-induced cracking) were tested. The 1-h soaking modification was selected as the optimal soaking time. The nano-modification improved the protection of steel and the resistance to corrosion-induced cracking, which was believed to be related to the improvement of the ITZ properties according to the microhardness test results.",['recycled aggregate']
10.1016/j.jclepro.2014.05.003,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Efficient reuse of the recycled construction waste cementitious materials
Abstract:
This paper addresses the efficiently reuse of the recycled construction waste cementitious materials (RCWCM). The RCWCM is firstly collected, and then subjected to crushing, grinding and thermal treatments, respectively. After that, the obtained powder material is named dehydrated cement paste (DCP) in this study. Due to the fact that the DCP has relatively high pH value and high activity, two specific attempts are tried to efficiently reuse the obtained DCP. The results show that it is possible to produce a prefabricated building material with an industry by-product (fly ash) and a recycled waste material (DCP). The compressive strength of the produced prefabricated building material can be higher than 60MPa. Additionally, after being further dispersed, the DCP could be utilized as a high performance cement additive, which can significantly promote the hydration and microstructure development of cement.",['construction waste']
10.1016/j.jclepro.2020.120244,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Ecological carbonated steel slag pervious concrete prepared as a key material of sponge city
Abstract:
A pervious concrete with carbonated ground steel slag powder as binder and crushed steel slag as aggregate was prepared, which provided the key material for construction of sponge city and explored a new approach to massively utilize steel slag. This paper presented series of experimental studies on the properties of steel slag carbonized consolidation matrix and carbonated steel slag pervious concrete. Results indicated that the phosphogypsum promoted the carbonization ratio of steel slag. When the content of phosphogypsum was 2.5%, strength and carbonization ratio of carbonated steel slag from pressing formation reached 82.6MPa and 52.1% respectively. The main product of the carbonated steel slag was calcite and C-S-H. The strength and porosity of carbonated steel slag pervious concrete reached 9.4MPa and higher than 20% respectively. And it also had a good plantability when it is used in sponge city construction. Compared with ordinary pervious concrete, carbonated steel slag pervious concrete saved 75.8% cost of materials, was 100% made of solid waste and absorbed around 100kg/m3 of CO2, which turns out to be a green and high-efficiency approach to utilize the solid waste steel slag, saving the natural resource and reducing the carbon footprint of the construction of sponge city.","['steel slag', 'steel slag']"
10.1016/j.conbuildmat.2020.118471,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Use of pretreatment to prevent expansion and foaming in high-performance MSWI bottom ash alkali-activated mortars
Abstract:
This study has investigated the impact of foaming and expansion of municipal solid waste incinerator (MSWI) bottom ash (BA) during alkali reaction. Furthermore, the activity enhancement of the BA has been investigated. Based on the microanalytic appearance and compressive strength of the samples, the results show that the reaction between the metallic aluminium in the BA and alkali in the activator, which produced large quantities of hydrogen, is the primary cause for both foaming and expansion. The residual organic matter and unburnt substances in the BA are the main factors that affect the activity. However, the alkali defoaming and calcination-melting pretreatments completely prevented the expansion and calcining further improved the BA activity. The alkali activated materials prepared with the BA calcined at 700degC, granulated blast furnace slag, and slaked lime followed by alkali defoaming pretreatment produced the best mechanical properties.","['MSWI bottom ash', 'blast furnace slag']"
10.1016/j.conbuildmat.2019.117212,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Early age, hydration, mechanical and microstructure properties of nano-silica blended cementitious composites
Abstract:
This study was carried out to understand the influence of nano-silica on hydration properties of binary, ternary and quaternary blended cement paste and mortar containing micro to nano sized admixtures including fly ash (FA), ultrafine fly ash (UFFA) and nano-silica in colloidal form (CNS). Characterization methods such as thermogravimetric analysis (TGA), X-ray diffraction studies (XRD) and scanning electron microscopy with energy dispersive X-ray spectroscopy (SEM-EDX) was employed to quantify the hydration products. Further, early age and mechanical properties were also investigated for binary, ternary and quaternary cementitious system blended with nano-silica. The optimized proportions of blended paste and mortar are designed through modified Andreasen and Andersen particle packing model.",['nano-silica']
10.1016/j.conbuildmat.2013.10.060,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Recycling of crushed stone powder as a partial replacement for silica powder in extruded cement panels
Abstract:
The continuously increasing amount of crushed stone powder normally coming from the production of crushed aggregates or sawing stone has led to an increase in the waste disposal costs or instances of improper disposal. In this study, the effective methodology to increase the utilization of crushed stone powder was studied by considering CaO/SiO2 mole ratio in mix design. The hydrothermal reaction to synthesis tobermorite related to strength development was also considered to improve rigidity in hardened cement. The results showed the optimized C/S mole ratio is 0.87 and a valid method for curing conditions relating to hardened cement was desired to be acquired by 2h of pre-curing, 4h of atmosphere steam curing (65degC) and 4h of autoclave curing (180degC, 10atm). The extruded panels satisfied all performance requirements relating to fire resistance as well as sound insulation and can have a possible application to building materials. The main findings of this investigation revealed that the stable crystal formation of tobermorite by the hydrothermal synthesis reaction affects the most important mechanism in hardened cement and mix design by considering C/S mole rate in addition to the analysis of microstructures promotes the recycling of crushed stone powder for building materials.",['stone powder']
10.1016/0167-577x(95)00235-9,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Pore structure and surface area of hardened cement pastes containing silica fume
Abstract:
Specific surface areas and pore structure studies were carried out on the hardened cement pastes containing various amounts of silica fume after being hydrated for different ages. Nitrogen adsorption and desorption isotherms were determined for all pastes at the boiling point of nitrogen, from low pressures to the saturation pressure. The effect of content of silica fume on the properties of the silica fume-Portland cement pastes was discussed. The specific surface areas as well as the total pore volume were found to decrease with increasing amount of silica fume as hydration proceeded. The variations of the nitrogen surface area, the total pore volume and the mean hydraulic radius of the total pore system accessible to nitrogen molecules are discussed and the results are related as much as possible to the formed hydrates.",['silica fume']
10.1016/j.cemconres.2017.08.017,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Calcined clay limestone cements (LC3)
Abstract:
The use of supplementary cementitious materials (SCMs) to replace part of the clinker in cement is the most successful strategy to reduce CO2 emissions in the global cement industry. However, limited supplies of conventional SCMs make it difficult to take this strategy further unless new types of SCMs become available. The only type of material available in the quantities needed to meet demand is clay containing kaolinite, which can be calcined to produce an effective SCM. Such clays are widely available in countries where most growth in demand for cement is forecast.","['calcined clay', 'limestone']"
10.1016/j.cscm.2020.e00424,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Evaluation of Industrial by-products as pozzolans: A road map for use in concrete production
Abstract:
According to the Resource Efficiency Roadmap, the building sector is one of the key sectors addressing the challenges of energy, climate change and resource efficiency. The presence of legally binding guidelines in EU legislation regarding waste has already contributed significantly to waste management practices and innovations in the field of recycling; it has also limited the landfilling process and created incentives to change consumer habits. Thus, it is important to focus on the efficient use of resources by replacing commercially-available products with industrial by-products or waste materials. The concrete industry is the largest in the building sector, so the focus of reaching the targets mentioned above is in the daily scope for engineers and researchers. Reducing the costly and environmentally aggressive Portland cement and increasing concrete durability are the targets that act as guidelines for concrete development. Both issues have proven to be partially solved by incorporating supplementary cementitious materials, also known as pozzolans, in concrete composition. Following the American standard ASTM C125, the pozzolans contain siliceous and aluminous materials, which possess little or no cementitious value but will, in finely divided forms in the presence of moisture, react chemically with calcium hydroxide at ordinary temperatures to form compounds possessing cementitious properties. Pozzolans are usually introduced in the composition of concrete to reduce the amount of cement needed and improve its durability. Pozzolans reduce absorption, permeability and ion diffusivity by reducing the porosity of the binder due to the formation of a calcium silicate hydrate gel from the pozzolan and excess Ca(OH)2 coming from the Portland cement. The amount of pozzolans introduced varies, from 5 to 40 wt.% of the cement. The typical natural pozzolans are metakaolin , pumice and natural zeolites , while the most popular commercial material used as a pozzolan in the concrete industry is silica fume and fly ash [,]. Different waste-origin pozzolans are being intensively researched as alternatives to existing ones, and the most promising are calcined clay and glass waste, different types of ashes including coal bottom ash, which could reduce the total cement content by 20 wt.%, retaining the given strength class and also reducing concrete cost by 9%. The major concern regarding the use of waste glass as supplementary cementitious materials are alkali content. It is concluded that alkali content within glasses should be limited to a maximum of 4%. This is why in this research two types of glasses were evaluated regarding to its alkali content - low alkali glass (<4%) and high alkali content glass (>4%).","['calcined clay', 'glass waste', 'coal bottom ash']"
10.1016/j.conbuildmat.2016.04.064,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Influence of seawater and blast furnace cement employment on recycled aggregate concretes’ properties
Abstract:
AbstractRecycled aggregates of mixed composition (MRA) may exhibit great variability in their properties, which in turn reduces their applicability. This study intends to extend the use of MRA in a broadened scope of applications by producing recycled aggregate concretes (RAC), which were mixed using two different types of cement, ordinary Portland cement and cement incorporating blast-furnace slag, and two types of water, fresh and seawater. The testing programme included analyses of the properties of concrete in its fresh (setting time and plastic shrinkage) and hardened state (physical, mechanical and drying shrinkage). The results showed that all of the physical and several of the mechanical properties as well as drying shrinkage were negatively influenced by the use of MRA. In contrast, however, the plastic shrinkage and flexural strength were improved. The use of seawater improved the mechanical properties, reduced setting time and increased drying shrinkage, however, it was found that the cement type was more influential on most of the properties. The use of seawater and cement with blast-furnace slag improved the performances of the RAC.","['blast furnace slag', 'recycled aggregate']"
10.1016/j.jhazmat.2013.11.049,"Extract information of raw materials used in this research.Possible materials include ['Class C fly ash', 'Class F fly ash', 'Corex slag', 'FeMn arc-furnace slag', 'FeNi-ERF slag', 'MSWI bottom ash', 'MSWI fly ash', 'SiO2 nanoparticle', 'albite', 'aluminium hydroxide', 'aluminosilicate', 'bagasse ash', 'basalt', 'basalt fiber', 'biochar', 'biomass fly ash', 'blast furnace slag', 'calcined clay', 'calcium carbide residue', 'cellulose', 'coal bottom ash', 'coal fly ash', 'coarse recycled concrete aggregate', 'colloidal nano-silica', 'construction and demolition waste', 'construction waste', 'copper tailing', 'demolished concrete waste', 'electric arc furnace slag', 'fine recycled concrete aggregate', 'flax fibre', 'fluid catalytic cracking catalyst residue', 'fly ash', 'glass fibre', 'glass waste', 'gypsum', 'harbor sediment', 'hemicellulose', 'kaolin', 'kaolinite', 'ladle furnace slag', 'lignin', 'lime', 'limestone', 'limestone powder', 'metakaolin', 'microorganisms-based bioplasticizer', 'microsilica', 'mine tailings', 'mineral', 'nano-silica', 'natural pozzolan', 'nylon fibre', 'oil palm shell', 'palm oil clinker', 'palm oil fuel ash', 'paper sludge', 'raw rice husk', 'recycled aggregate', 'red mud', 'rice husk ash', 'rubber waste', 'sewage sludge ash', 'silica', 'silica fume', 'siltstone', 'soda ash', 'steel fiber', 'steel slag', 'stone powder', 'sugar cane bagasse ash', 'waste glass', 'waste rubber particles', 'water treatment sludge', 'water treatment sludge waste', 'zeolite']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Recycling steel-manufacturing slag and harbor sediment into construction materials
Abstract:
Mixtures consisting of harbor sediment and slag waste from steel industry containing toxic components are fired to produce non-hazardous construction materials. The fired pellets become lighter as firing temperature increases. At a sintering temperature of <=1050 degC, the fired pellets are in a form of brick-like product, while at 1100 degC, they become lightweight aggregates. Calcium silicate, kyanite, and cristobalite are newly formed in the pellets after firing, demonstrating that calcium oxide acts as a flux component and chemically reacted with Si- and/or Al-containing components to promote sintering. Dioxin/furan content present in the pure slag is 0.003 ng I-TEQ g-1, for the fired pellet consisting of slag and sediment, the content appears to be destructed and diminishes to 0.0003 ng I-TEQ g-1 after 950 degC-firing; while it is 0.002 ng I-TEQ g-1 after firing at 1100 degC, suggesting that dioxins/furans in the 950 degC-fired pellets have a greater chance to escape to atmosphere due to a slower sintering reaction and/or that construction of dioxins/furans from molten chloride salts co-exists with their destruction. Multiple toxicity characteristic leaching procedure extracts Cu, Cr, Zn, Se, Cd, Pb, Ba, As, and Hg from all fired products at negligible levels.","['steel slag', 'harbor sediment']"
