DOI,text
10.1016/j.conbuildmat.2007.07.033,"Title:
The effect of high temperature on compressive strength and splitting tensile strength of structural lightweight concrete containing fly ash
Abstract:
In this study, the effect of high temperature on compressive and splitting tensile strength of lightweight concrete containing fly ash was investigated experimentally and statistically. The mixes incorporating 0%, 10%, 20% and 30% fly ash were prepared. After being heated to temperatures of 200, 400 and 800°C, respectively, the compressive and splitting tensile strength of lightweight concrete was tested. This article adopts Taguchi approach with an L16 (45) to reduce the numbers of experiment. Two control factors (percentage of fly ash and heating degree) for this study were used. The level of importance of these parameters on compressive and splitting tensile strength was determined by using analysis of variance (ANOVA) method.
Completion: [{'material': {'mat_name': {'value': 'coal fly ash', 'section': 'title', 'text': 'fly ash'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'The mixes incorporating 0%, 10%, 20% and 30% fly ash were prepared.'}, 'material_preparation': {'methods': [{'value': 'heat treatment', 'section': 'abstract', 'text': 'heated to temperatures of 200, 400 and 800°C'}]}, 'mix_design': {'fly ash ratio': {'value': '0%, 10%, 20% and 30%', 'section': 'abstract', 'text': 'The mixes incorporating 0%, 10%, 20% and 30% fly ash'}}}}, {'product': {'prod_name': {'value': 'lightweight concrete', 'section': 'title', 'text': 'structural lightweight concrete'}, 'properties': None}}]"
10.1016/j.compstruct.2018.02.063,"Title:
Experimental study on the mechanical and thermal properties of basalt fiber and nanoclay reinforced polymer concrete
Abstract:
This paper describes the investigation of the synthesis and improvement of the mechanical properties of quaternary epoxy-based polymer concrete (PC) using basalt fiber and clay nanoparticles. First, the effect of chopped basalt fiber on the compressive, flexural, splitting tensile and impact strengths as well as the effect of different temperatures (up to 250 degC) on the strength of fiber reinforced PC were investigated experimentally. Basalt fiber improved the mechanical properties and increased the thermal stability of PC. In the next step, the effect of nanoclay particles on the mechanical properties and the effect of high temperatures (up to 250 degC) on the strength of basalt fiber-reinforced PC (BFRPC) were analyzed experimentally. Nanoparticles increase the compressive, flexural and impact strength as well as the thermal stability but decrease the tensile strength of the PC. SEM analysis was performed to study the fracture surface and morphology of various concrete specimens. The resulting polymer nanocomposite will be used as a lightweight polymer concrete with high mechanical strength and thermal stability.
Completion: [{'material': {'mat_name': {'value': 'basalt fiber', 'section': 'title', 'text': 'basalt fiber'}}, 'application': {'app_name': {'value': 'reinforced fibre', 'section': 'title', 'text': 'basalt fiber and nanoclay reinforced'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'concrete', 'section': 'title', 'text': 'concrete'}, 'properties': {'mechanical properties': {'value': 'improved', 'section': 'abstract', 'text': 'Basalt fiber improved the mechanical properties and increased the thermal stability of PC'}, 'thermal stability': {'value': 'increased', 'section': 'abstract', 'text': 'Basalt fiber improved the mechanical properties and increased the thermal stability of PC'}}}}]"
10.1617/s11527-012-9938-7,"Title:
Behavior of high strength fly ash concrete columns under fire conditions
Abstract:
Fly ash concrete is finding increasing applications in construction; however there is lack of data on fire performance of fly ash concrete structural members. This paper presents results from fire resistance tests on fly ash concrete columns. Data generated from tests on high strength fly ash concrete columns is compared with those of conventional high strength concrete (HSC) columns. The effect of concrete type, fire exposure scenario, fly ash, and fibers in concrete mix on fire performance of fly ash concrete columns is discussed. Results from fire resistance tests show that fly ash concrete columns exhibit almost similar fire resistance to that of conventional HSC columns. Further, the addition of polypropylene fibers mitigates fire induced spalling in high strength fly ash concrete columns.
Completion: [{'material': {'mat_name': {'value': 'coal fly ash', 'section': 'title', 'text': 'fly ash'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'fly ash concrete'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'concrete', 'section': 'title', 'text': 'concrete'}, 'properties': None}}]"
10.1016/j.conbuildmat.2021.125574,"Title:
Enhancing the thermal performance of Class F fly ash-based geopolymer by sodalite
Abstract:
Increased awareness and demand for fire safety of buildings are promoting research on fire-resistant materials, especially inorganic-based materials. One recent focus is geopolymers thanks to their high corrosion (acidic attack) and high-temperature resistance [1-3], in addition to their considerably eco-friendly characteristics. Geopolymers are formed by alkaline activation of aluminosilicate sources such as fly ash [4-5]. The lower water demand of fly ash-based geopolymers benefits in minimizing the damage caused by water evaporation during high-temperature exposure. Furthermore, compared to metakaolin-based geopolymers continuous sintering of fly ash particles triggered particle binding and strength increase with temperature increase. The aluminosilicate gel contributes essentially towards the high-temperature performance. However, geopolymers also release the physically and chemically bound water at elevated temperatures, which can destabilize the material structure and cause the thermal shrinkage and crack formation. Besides, the vapor pressure produced by both the physically and chemically absorbed water within the matrix will attempt to escape at elevated temperature. Thus, the level of thermally-induced damage is highly dependent on the pore structure of the material. Moreover, the research conducted by Ozawa and Shaikh showed that pure fly ash-based geopolymer did not exhibit the abrupt decrease in vapour pressure reported in cement-based and fly ash/slag-based materials, resulting in spalling and cracks, which may also demonstrate the advantageous utilization of fly ash in synthesis of geopolymer. Taking into account the enormous influence of the microstructure on geopolymer thermal degradation, the research focusing on the improvement of the matrix in order to address these issues is of great significance.
Completion: [{'material': {'mat_name': {'value': 'class F fly ash', 'section': 'title', 'text': 'Class F fly ash'}}, 'application': {'app_name': {'value': 'geopolymer', 'section': 'title', 'text': 'geopolymer'}, 'material_preparation': {'methods': [{'value': 'alkali-activation', 'section': 'abstract', 'text': 'alkaline activation'}]}, 'mix_design': None}}, {'product': {'prod_name': {'value': 'geopolymer paste', 'section': 'abstract', 'text': 'matrix'}, 'properties': None}}]"
10.1016/j.conbuildmat.2012.04.102,"Title:
Study on solids-to-liquid and alkaline activator ratios on kaolin-based geopolymers
Abstract:
Kaolin and alkali activator were mixed with the solids-to-liquid ratios in range of 0.60-1.20 (Al2O3/Na2O molar ratio of 0.63-1.27). Sodium silicate and sodium hydroxide ranged between 0.16 and 0.36 (SiO2/Na2O molar ratio of 3.19-3.67) were mixed together to prepare alkali activator. The results concluded that compressive strength was affected by both S/L and Na2SiO3/NaOH ratios and strength increased with ageing day. Both these ratio also influenced the workability of the mixes. Besides, the kaolin geopolymers showed good volume stability in water. Compressive strength was highest at S/L and Na2SiO3/NaOH ratios of 1.00 and 0.32, respectively. In term of molar ratios, optimum was achieved at Al2O3/Na2O of 1.09 and SiO2/Na2O molar ratios of 3.58. Microstructures showed that kaolin particles were slightly activated with large part of unreacted raw materials remained in the system. Geopolymer sample reduced in peak intensities over time as presented by XRD analysis and the presence of crystalline peaks in the kaolin geopolymers was Zeolite X. FTIR analysis showed the presence of geopolymer bonding increased over age. In overall, kaolin geopolymers does not undergo complete geopolymerization and showed slow strength development. Vast research works have to be carried out to further improve the properties of kaolin geopolymers.
Completion: [{'material': {'mat_name': {'value': 'kaolin', 'section': 'title', 'text': 'kaolin'}}, 'application': {'app_name': {'value': 'geopolymer', 'section': 'title', 'text': 'geopolymers'}, 'material_preparation': {'methods': None}, 'mix_design': {'Kaolin to alkali activator (solids-to-liquid) ratio': {'value': '0.60-1.20', 'section': 'abstract', 'text': 'Kaolin and alkali activator were mixed with the solids-to-liquid ratios in range of 0.60-1.20'}}}}, {'product': {'prod_name': {'value': 'geopolymer paste', 'section': 'abstract', 'text': 'Microstructures'}, 'properties': {'compressive strength': {'value': 'affected by S/L and Na2SiO3/NaOH ratios, highest at S/L of 1.00 and Na2SiO3/NaOH of 0.32; increases with ageing day with slow development', 'section': 'abstract', 'text': ['compressive strength was affected by both S/L and Na2SiO3/NaOH ratios and strength increased with ageing day', 'Compressive strength was highest at S/L and Na2SiO3/NaOH ratios of 1.00 and 0.32, respectively', 'slow strength development']}}}}]"
10.1016/j.jclepro.2018.04.238,"Title:
Recycling of raw rice husk to manufacture magnesium oxysulfate cement based lightweight building materials
Abstract:
To reduce environmental pollution induced by the production of Portland cement-based building materials and eliminate the release of solid wastes from agriculture industry, this paper presents a newly-developed lightweight building material based on incorporating raw rice husk and foam bubbles in magnesium oxysulfate cement paste. Mechanical strength, bulk density, thermal conductivity and drying shrinkage of this material were carried out and phase composition, air bubble distribution and microstructure were studied on typical samples by using XRD (X-ray diffraction), FTIR (Fourier transform infrared spectroscopy), OM (opto-digitial microscope) and SEM (scanning electron microscope) facilities. The results show that raw rice husk or/and foam bubble decrease compressive strength, thermal conductivity and bulk density. Compressive strength of this composite material at 28 days decreases from 70.4 MPa to 1.1 MPa when the bulk density ranges from 1722 kg/m3 to 450 kg/m3, being superior to traditional lightweight aggregate concretes. Drying shrinkage decreases with the incorporation of foam bubble and increases with the addition of raw rice husk. When the addition of raw rice husk is kept the same, there is an optimal dosage of foam bubble to obtain the lowest drying shrinkage. An excellent interfacial zone forms between raw rice husk and MOS cement paste due to numerous neat conical protrusions on the surface of rice husk particle. Therefore, this raw rice husk incorporated lightweight material has a great potential for applications to inner partition walls and thermal insulating components in buildings.
Completion: [{'material': {'mat_name': {'value': 'raw rice husk', 'section': 'title', 'text': 'raw rice husk'}}, 'application': {'app_name': {'value': 'additive', 'section': 'abstract', 'text': 'with the addition of raw rice husk'}, 'material_preparation': None, 'mix_design': {'manufacturing material': {'value': 'magnesium oxysulfate cement', 'section': 'title', 'text': 'manufacture magnesium oxysulfate cement'}}}}, {'product': {'prod_name': {'value': 'lightweight building material', 'section': 'title', 'text': 'lightweight building material'}, 'properties': {'strength': {'value': '70.4 MPa when the bulk density is 1722 kg/m3, 1.1 MPa when the bulk density is 450 kg/m3', 'section': 'abstract', 'text': 'decreases from 70.4 MPa to 1.1 MPa when the bulk density ranges from 1722 kg/m3 to 450 kg/m3'}}}}]"
10.1016/j.jclepro.2020.120670,"Title:
Evaluation of tire rubber surface pre-treatment and silica fume on physical-mechanical behavior and microstructural properties of concrete
Abstract:
The increasing accumulation of tire waste has become a social environmental and public health problem because rubber degradation is extremely difficult to achieve and time consuming. The incorporation of rubber waste in concrete has become a recourse to assist in the disposal of this solid waste. This investigation evaluated the influence of a chemical pretreatment with sodium hydroxide solution (NaOH) on the physical, mechanical, microstructural properties of concretes with two rubber residue contents (15% and 30%) as a natural fine aggregate replacement, and the addition of silica fume (7.5% and 15%) to replace Portland cement. X-ray microtomography and scanning electron microscopy were used to investigate the influence of treatment rubber and silica fume in the microstructure of concretes. The use of rubber in the cement matrix, regardless of the treatment (or lack thereof), decreases the concrete density (lower 10.5%) and compressive strength at 28d (54%), besides the increase the porosity (18%) than reference concretes. The rubber pre-treatment did not significantly influence the concrete behavior. In contrast, the use of silica fume showed significant compressive strength gains, up to 80% for concretes with 30% of rubber replacement at 28 days. These gains were confirmed by the microstructural analysis and the densification of the interfacial transition zone.
Completion: [{'material': {'mat_name': {'value': 'rubber waste', 'section': 'abstract', 'text': 'rubber waste'}}, 'application': {'app_name': {'value': 'fine aggregate', 'section': 'abstract', 'text': 'two rubber residue contents (15% and 30%) as a natural fine aggregate replacement'}, 'material_preparation': {'methods': [{'value': 'chemical pretreatment with sodium hydroxide solution (NaOH)', 'section': 'abstract', 'text': 'chemical pretreatment with sodium hydroxide solution (NaOH)'}]}, 'mix_design': {'fine aggregate replacement ratio': {'value': '15% and 30%', 'section': 'abstract', 'text': 'two rubber residue contents (15% and 30%) as a natural fine aggregate replacement'}}}}, {'material': {'mat_name': {'value': 'silica fume', 'section': 'title', 'text': 'silica fume'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'silica fume (7.5% and 15%) to replace Portland cement'}, 'material_preparation': None, 'mix_design': {'cement raplacement ratio': {'value': '7.5% and 15%', 'section': 'abstract', 'text': 'silica fume (7.5% and 15%) to replace Portland cement'}}}}, {'product': {'prod_name': {'value': 'concrete', 'section': 'title', 'text': 'concrete'}, 'properties': {'concrete density': {'value': 'decrease by 10.5% due to the use of rubber', 'section': 'abstract', 'text': 'The use of rubber in the cement matrix, regardless of the treatment (or lack thereof), decreases the concrete density (lower 10.5%) and compressive strength at 28d (54%), besides the increase the porosity (18%) than reference concretes'}, 'compressive strength at 28d': {'value': 'decrease by 54% due to the use of rubber, increase by up to 80% due to the use of silica fume', 'section': 'abstract', 'text': ['The use of rubber in the cement matrix, regardless of the treatment (or lack thereof), decreases the concrete density (lower 10.5%) and compressive strength at 28d (54%), besides the increase the porosity (18%) than reference concretes', 'The use of silica fume showed significant compressive strength gains, up to 80% for concretes with 30% of rubber replacement at 28 days']}, 'porosity': {'value': 'increase by 18% due to the use of rubber', 'section': 'abstract', 'text': 'The use of rubber in the cement matrix, regardless of the treatment (or lack thereof), decreases the concrete density (lower 10.5%) and compressive strength at 28d (54%), besides the increase the porosity (18%) than reference concretes'}}}}]"
10.1016/j.conbuildmat.2020.118363,"Title:
Accelerated carbonation of biochar reinforced cement-fly ash composites: Enhancing and sequestering CO2 in building materials
Abstract:
Biochar produced from the pyrolysis of corn stover biomass was added as a filler material in the cement-fly ash blocks as 2%, 4%, 6% and 8% of total weight. The resultant blocks were subjected to two hours mineral carbonation at (3day) after demoulding to enhance the CO2 uptake and sequester carbon in the blocks. Along with that, 28days compressive strength of un-carbonated blocks was determined to gauge the effect of biochar as the filler material on the strength of the specimens. Results showed that there was an enhanced CO2 uptake on 3days compressive strength and biochar dosage was optimised at 4% and 6% depending on the chosen mix. The 28days compressive strength of un-carbonated blocks showed that there was an increase in the strength as biochar addition increased to a certain extent, however, thereafter it decreased with the further addition of biochar.
Completion: [{'material': {'mat_name': {'value': 'biochar', 'section': 'title', 'text': 'biochar'}}, 'application': {'app_name': {'value': 'filler', 'section': 'abstract', 'text': 'filler material'}, 'material_preparation': None, 'mix_design': {'total weight ratio': {'value': '2%, 4%, 6% and 8%', 'section': 'abstract', 'text': '2%, 4%, 6% and 8% of total weight'}}}}, {'material': {'mat_name': {'value': 'coal fly ash', 'section': 'title', 'text': 'fly ash'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'cement-fly ash blocks'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'cement paste', 'section': 'abstract', 'text': 'cement-fly ash blocks'}, 'properties': {'strength': {'value': 'increase as biochar addition increased to a certain extent', 'section': 'abstract', 'text': 'there was an increase in the strength as biochar addition increased to a certain extent'}}}}]"
10.1016/j.jclepro.2016.04.017,"Title:
The effect of waste rubber particles and silica fume on the mechanical properties of Roller Compacted Concrete Pavement
Abstract:
The current investigation discusses the potential use of recycled tire rubbers in roller compacted concrete pavement with the purpose of both improving its performance and reducing its environmental impacts. The main focus was on the basic properties of the roller compacted concrete, including the unit weight, the compressive strength, the flexural strength, and the water absorption of samples; thus, the particles of used tires were utilized as a replacement for the sand aggregate by 0, 5%, 10% ... and 35%. Also, the silica fume additive was used as a replacement for the cement material in eight mixes. The main point is that fresh specimens were compacted by a hammer, not a vibrator, in order to reach a homogeneous concrete. The results of the study showed an increase in the compressive strength of 28 days for different rubber contents 5% and 10%, without silica fume, and 5%, 10%, 15% and 20%, with silica fume; however, the compressive strength was reduced for the other samples in comparison with the control specimen. Correspondingly, there was an increase in the flexural strength of 28 days for samples containing of 5% crumb rubber, with and without silica fume, although the flexural strength decreased for the other mixtures. Furthermore, the findings of the present investigation showed that the replacement of the sand by the used tire particles reduces water absorption, and this decrease was more obvious for samples with silica fume. In the final analysis, a regression model was defined to find a relationship between compressive and flexural strengths.
Completion: [{'material': {'mat_name': {'value': 'silica fume', 'section': 'title', 'text': 'silica fume'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'the silica fume additive was used as a replacement for the cement material'}, 'material_preparation': None, 'mix_design': None}}, {'material': {'mat_name': {'value': 'waste rubber particles', 'section': 'title', 'text': 'waste rubber particles'}}, 'application': {'app_name': {'value': 'fine aggregate', 'section': 'title', 'text': 'the particles of used tires were utilized as a replacement for the sand aggregate by 0, 5%, 10% ... and 35%'}, 'material_preparation': None, 'mix_design': {'sand aggregate replacement ratio': {'value': '0 - 35%', 'section': 'abstract', 'text': 'the particles of used tires were utilized as a replacement for the sand aggregate by 0, 5%, 10% ... and 35%'}}}}, {'product': {'prod_name': {'value': 'concrete pavement', 'section': 'title', 'text': 'Concrete Pavement'}, 'properties': {'compressive strength': {'value': 'increased for 5% and 10% rubber contents without silica fume, and 5%, 10%, 15% and 20%, with silica fume', 'section': 'abstract', 'text': 'an increase in the compressive strength of 28 days for different rubber contents 5% and 10%, without silica fume, and 5%, 10%, 15% and 20%, with silica fume'}, 'flexural strength': {'value': 'increased for 5% rubber with and without silica fume', 'section': 'abstract', 'text': 'an increase in the flexural strength of 28 days for samples containing of 5% crumb rubber, with and without silica fume'}}}}]"
10.1016/j.conbuildmat.2019.07.324,"Title:
Effect of silica fume on durability of self-compacting concrete made with waste recycled concrete aggregates
Abstract:
Due to adhered mortar in recycled concrete aggregates, some of the properties of concrete made with these types of aggregates, such as water absorption, porosity, electrical resistivity, and chloride ion penetration, may be affected. In this study, silica fume was used as a part of cementitious materials to improve the properties of self-compacting concrete (SCC), which were made with fine and coarse recycled aggregates. Three series of mixtures were made in the laboratory. In the first and second series, coarse recycled aggregates with replacement of 25%, 50%, 75% and 100% were used with and without silica fume. In the third series, 25% of fine recycled aggregates were replaced with fine natural aggregates. Slump flow and J-ring tests were considered for fresh state of SCC. The compressive strength, water absorption, ultrasonic pulse velocity, electrical resistivity, and chloride ion penetration tests were performed for hardened concrete. The use of silica fume improved the properties of fresh SCC. The results showed that silica fume can reduce water absorption and porosity. The silica fume showed that can resulted in a significant increase in electrical resistivity. On the other h, the replacement of 25% of recycled aggregates did not have a significant effect on electrical resistivity, the electrical resistivity decreased by increasing the amount of replacement. Silica fume was very effective in controlling chloride ion penetration and reducing total charge passed. Silica fume also controlled the temperature of the solutions used during the test which indicates the control of the movement of ions in the penetration into concrete.
Completion: [{'material': {'mat_name': {'value': 'silica fume', 'section': 'title', 'text': 'silica fume'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'title', 'text': 'silica fume'}, 'material_preparation': None, 'mix_design': None}}, {'material': {'mat_name': {'value': 'fine recycled concrete aggregate', 'section': 'abstract', 'text': 'fine recycled concrete aggregates'}}, 'application': {'app_name': {'value': 'fine aggregate', 'section': 'abstract', 'text': 'fine recycled concrete aggregates'}, 'material_preparation': None, 'mix_design': {'fine aggregate replacement ratio': {'value': '25%', 'section': 'abstract', 'text': '25% of fine recycled aggregates were replaced with fine natural aggregates'}}}}, {'material': {'mat_name': {'value': 'coarse recycled concrete aggregate', 'section': 'abstract', 'text': 'coarse recycled concrete aggregates'}}, 'application': {'app_name': {'value': 'coarse aggregate', 'section': 'abstract', 'text': 'coarse recycled concrete aggregates'}, 'material_preparation': None, 'mix_design': {'coarse aggregate replacement ratio': {'value': '25%, 50%, 75% and 100%', 'section': 'abstract', 'text': 'coarse recycled aggregates with replacement of 25%, 50%, 75% and 100%'}}}}, {'product': {'prod_name': {'value': 'self-compacting concrete', 'section': 'title', 'text': 'self-compacting concrete'}, 'properties': {'electrical resistivity': {'value': 'decreased by increasing amount of silica fume replacement', 'section': 'abstract', 'text': 'On the other h, the replacement of 25% of recycled aggregates did not have a significant effect on electrical resistivity, the electrical resistivity decreased by increasing the amount of replacement'}, 'chloride ion penetration': {'value': 'controlled due to silica fume', 'section': 'abstract', 'text': 'Silica fume was very effective in controlling chloride ion penetration and reducing total charge passed'}, 'total charge passed': {'value': 'reduced due to silica fume', 'section': 'abstract', 'text': 'Silica fume was very effective in controlling chloride ion penetration and reducing total charge passed'}}}}]"
10.1016/j.cemconcomp.2010.10.020,"Title:
Evaluation of spray-dried sludge from drinking water treatment plants as a prime material for clinker manufacture
Abstract:
This study evaluates the suitability of a water treatment plant spray-dried (atomized) sludge as a prime material for clinker manufacture. A study of the thermal behaviour of the atomized sludge was followed by a comparison of the burnability of two raw mixes, one (control) made with industrial prime materials (limestone, clay, sand) and the other with the same components except that the clay was replaced by sludge. The materials were ground to the same fineness in both mixes. The composition of the two raw mixes was: silica modulus (Ms=SiO2/(Al2O3+Fe2O3)=2.30), the lime saturation factor (LSF=CaO/(2.8SiO2+1.18Al2O3+0.65Fe2O3)=0.98) and flux modulus (Mf=Al2O3/Fe2O3=1.50). The free lime in the two raw mixes was measured after clinkerization at 1400, 1450 and 1500degC for 30min. The clinkers obtained at 1450degC were characterized with XRF, XRD, FTIR, OM and SEM/EDX.
Completion: [{'material': {'mat_name': {'value': 'water treatment sludge', 'section': 'title', 'text': 'sludge from drinking water treatment plants'}}, 'application': {'app_name': {'value': 'clinker feedstock', 'section': 'title', 'text': 'prime material for clinker manufacture'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'clinker', 'section': 'title', 'text': 'prime material for clinker manufacture'}, 'properties': None}}]"
10.1016/j.cemconres.2003.11.014,"Title:
Exploitation of poor Greek kaolins: strength development of metakaolin concrete and evaluation by means of k-value
Abstract:
In this paper, the effect of metakaolin on concrete properties is investigated. A poor Greek kaolin was thermally treated at defined conditions, and the produced metakaolin was superfine ground. In addition, a commercial metakaolin of high purity was used. Eight mixture proportions were used to produce high-performance concrete, where metakaolin replaced either cement or sand in percentages of 10% or 20% by weight of the control cement content. The strength development of metakaolin concrete was evaluated using the efficiency factor (k-value). The produced metakaolin as well as the commercial one imparts a similar behavior with respect to the concrete strength. Both metakaolins exhibit very high k-values (close to 3.0 at 28 days) and are characterised as highly reactive pozzolanic materials that can lead to concrete production with an excellent performance.
Completion: [{'material': {'mat_name': {'value': 'metakaolin', 'section': 'title', 'text': 'metakaolin'}}, 'application': [{'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'metakaolin replaced either cement or sand in percentages of 10% or 20% by weight of the control cement content'}, 'material_preparation': None, 'mix_design': {'cement replacement percentage': {'value': '10% or 20%', 'section': 'abstract', 'text': 'metakaolin replaced either cement or sand in percentages of 10% or 20% by weight of the control cement content'}}}, {'app_name': {'value': 'fine aggregate', 'section': 'abstract', 'text': 'metakaolin replaced either cement or sand in percentages of 10% or 20% by weight of the control cement content'}, 'material_preparation': None, 'mix_design': {'sand replacement percentage': {'value': '10% or 20%', 'section': 'abstract', 'text': 'metakaolin replaced either cement or sand in percentages of 10% or 20% by weight of the control cement content'}}}]}, {'product': {'prod_name': {'value': 'concrete', 'section': 'title', 'text': 'concrete'}, 'properties': None}}]"
10.1016/j.cemconcomp.2004.05.001,"Title:
Evaluation of blends of high and low calcium fly ashes for use as supplementary cementing materials
Abstract:
The present paper outlines the results of a research attempt aimed at developing and evaluating the performance of ternary blended cements, incorporating mixtures of two different types of fly ash (of high and low calcium content). The main target of this study was to investigate whether and by what means, the introduction of a certain type of fly ash into a fly ash–cement (FC) matrix containing a different type of ash, can improve the performance of the initial binary system. For achieving this, new pozzolans were prepared by mixing, in selected proportions, a high lime fly ash with an ash of lower calcium content. The efficiency of the new materials was examined in terms of active silica content, pozzolanic activity potential, strength development, k-values and progress of the pozzolanic action by means of fixed lime capabilities. The results obtained demonstrated that the mixtures containing equal amounts of each fly ash were the most effective for moderate cement substitution, whilst for higher replacements the intermixture possessing the highest active silica content shows supremacy at almost all hydration ages. The superior performance of the ternary fly ash blends was mainly attributed to synergistic effects detected for all the ashes utilized. These were quantified in each case and almost linear correlations were obtained with the k-values of the most efficient ternary mixes.
Completion: [{'material': {'mat_name': [{'value': 'Class C fly ash', 'section': 'title', 'text': 'high and low calcium fly ashes'}, {'value': 'Class F fly ash', 'section': 'title', 'text': 'high and low calcium fly ashes'}]}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'title', 'text': 'use as supplementary cementing materials'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'cement', 'section': 'abstract', 'text': 'developing and evaluating the performance of ternary blended cements'}, 'properties': None}}]"
10.1016/j.cemconcomp.2013.12.003,"Title:
Nanoindentation study of calcium silicate hydrates in concrete produced with effective microorganisms-based bioplasticizer
Abstract:
The mechanical properties of concrete produced with effective microorganisms (EM)-based bioplasticizer are investigated by means of statistical nanoindentation, and compared to the nanomechanical properties of concrete produced with ordinary superplasticizer (SP). The resort to nanoindentation enables to survey the elasticity, hardness and long-term logarithmic relaxation behavior of calcium silicate hydrates (C-S-H) after few minutes only. For each material, a cluster analysis of the experimental results yields groupings of indents likely performed on C-S-H with distinct packing densities. It is found that the addition of EM-based bioplasticizer improves the strength of C-S-H by enhancing the cohesion and friction of solid nanograins, and decreases the absolute rate of long-term relaxation. The statistical analysis of indentation results also suggests that EM-based bioplasticizer inhibits the precipitation of C-S-H of higher density. The findings of this work corroborate the results of a previous study which attributed an increase of homogeneity and a refinement of the crystalline structure of silicate phases to the effect of a biomodifier similar to EM-based bioplasticizer. The improvement of strength properties of C-S-H is also shown to coincide with a gain of compressive strength measured at the macroscale of EM-based concrete.
Completion: [{'material': {'mat_name': {'value': 'microorganisms-based bioplasticizer', 'section': 'title', 'text': 'microorganisms-based bioplasticizer'}}, 'application': {'app_name': {'value': 'superplasticizer', 'section': 'abstract', 'text': 'superplasticizer (SP)'}, 'material_preparation': None, 'mix_design': None}}, {'product': {'prod_name': {'value': 'concrete', 'section': 'title', 'text': 'concrete'}, 'properties': {'compressive strength': {'value': 'gain', 'section': 'abstract', 'text': 'a gain of compressive strength'}}}}]"
10.1016/s1387-1811(03)00369-x,"Title:
The effect of natural zeolites on the early hydration of Portland cement
Abstract:
In this work, the effect of zeolite, coming from Pentalofos area, Thrace, Greece, on the hydration of cement is examined. The experimental part comprises three stages: In the first stage a complete mineralogical characterization of the zeolite was performed. In addition, the pozzolanic reactivity of the zeolite was evaluated on the basis of Chapelle test. In the second stage, pastes of Portland cement, incorporating 0%, 10%, 20% and 30% per weight of fine zeolite were prepared. The pastes were water-cured at 20 degC, for 1, 2, 7 and 28 days. Finally, the hydration rate and products were studied by means of X-ray diffraction and Fourier transform infrared spectroscopy, in combination with thermoanalytical methods (TG/DTG and differential thermal analysis). As it is concluded, the examined zeolite consists mainly of ""heulandite type II"" and shows a good pozzolanic reactivity (0.555 g of Ca(OH)2 per gram of zeolite, according to the Chapelle test). The incorporation of zeolite in cement contributes to the consumption of Ca(OH)2 formed during the cement hydration and the formation of cement-like hydrated products.
Completion: [{'material': {'mat_name': {'value': 'zeolite', 'section': 'title', 'text': 'natural zeolites'}}, 'application': {'app_name': {'value': 'supplementary cementitious material', 'section': 'abstract', 'text': 'pastes of Portland cement, incorporating 0%, 10%, 20% and 30% per weight of fine zeolite'}, 'material_preparation': None, 'mix_design': {'Portland cement replacement ratio': {'value': '0%, 10%, 20% and 30%', 'section': 'abstract', 'text': 'pastes of Portland cement, incorporating 0%, 10%, 20% and 30% per weight of fine zeolite'}}}}, {'product': {'prod_name': {'value': 'cement paste', 'section': 'abstract', 'text': 'The pastes'}, 'properties': None}}]"
